Codepoint,Property,Status,Description
1EEF,PVALID,,LATIN SMALL LETTER U WITH HORN AND TILDE
1EF0,DISALLOWED,,LATIN CAPITAL LETTER U WITH HORN AND DOT BELOW
1EF1,PVALID,,LATIN SMALL LETTER U WITH HORN AND DOT BELOW
1EF2,DISALLOWED,,LATIN CAPITAL LETTER Y WITH GRAVE
1EF3,PVALID,,LATIN SMALL LETTER Y WITH GRAVE
1EF4,DISALLOWED,,LATIN CAPITAL LETTER Y WITH DOT BELOW
1EF5,PVALID,,LATIN SMALL LETTER Y WITH DOT BELOW
1EF6,DISALLOWED,,LATIN CAPITAL LETTER Y WITH HOOK ABOVE
1EF7,PVALID,,LATIN SMALL LETTER Y WITH HOOK ABOVE
1EF8,DISALLOWED,,LATIN CAPITAL LETTER Y WITH TILDE
1EF9,PVALID,,LATIN SMALL LETTER Y WITH TILDE
1EFA,DISALLOWED,,LATIN CAPITAL LETTER MIDDLE-WELSH LL
1EFB,PVALID,,LATIN SMALL LETTER MIDDLE-WELSH LL
1EFC,DISALLOWED,,LATIN CAPITAL LETTER MIDDLE-WELSH V
1EFD,PVALID,,LATIN SMALL LETTER MIDDLE-WELSH V
1EFE,DISALLOWED,,LATIN CAPITAL LETTER Y WITH LOOP
1EFF-1F07,PVALID,,LATIN SMALL LETTER Y WITH LOOP..GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI
1F08-1F0F,DISALLOWED,,GREEK CAPITAL LETTER ALPHA WITH PSILI..GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI
1F10-1F15,PVALID,,GREEK SMALL LETTER EPSILON WITH PSILI..GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA
1F16-1F17,UNASSIGNED,,<RESERVED>..<RESERVED>
1F18-1F1D,DISALLOWED,,GREEK CAPITAL LETTER EPSILON WITH PSILI..GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA
1F1E-1F1F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F20-1F27,PVALID,,GREEK SMALL LETTER ETA WITH PSILI..GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI
1F28-1F2F,DISALLOWED,,GREEK CAPITAL LETTER ETA WITH PSILI..GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI
1F30-1F37,PVALID,,GREEK SMALL LETTER IOTA WITH PSILI..GREEK SMALL LETTER IOTA WITH DASIA AND PERISPOMENI
1F38-1F3F,DISALLOWED,,GREEK CAPITAL LETTER IOTA WITH PSILI..GREEK CAPITAL LETTER IOTA WITH DASIA AND PERISPOMENI
1F40-1F45,PVALID,,GREEK SMALL LETTER OMICRON WITH PSILI..GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA
1F46-1F47,UNASSIGNED,,<RESERVED>..<RESERVED>
1F48-1F4D,DISALLOWED,,GREEK CAPITAL LETTER OMICRON WITH PSILI..GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA
1F4E-1F4F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F50-1F57,PVALID,,GREEK SMALL LETTER UPSILON WITH PSILI..GREEK SMALL LETTER UPSILON WITH DASIA AND PERISPOMENI
1F58,UNASSIGNED,,<RESERVED>
1F59,DISALLOWED,,GREEK CAPITAL LETTER UPSILON WITH DASIA
1F5A,UNASSIGNED,,<RESERVED>
1F5B,DISALLOWED,,GREEK CAPITAL LETTER UPSILON WITH DASIA AND VARIA
1F5C,UNASSIGNED,,<RESERVED>
1F5D,DISALLOWED,,GREEK CAPITAL LETTER UPSILON WITH DASIA AND OXIA
1F5E,UNASSIGNED,,<RESERVED>
1F5F,DISALLOWED,,GREEK CAPITAL LETTER UPSILON WITH DASIA AND PERISPOMENI
1F60-1F67,PVALID,,GREEK SMALL LETTER OMEGA WITH PSILI..GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI
1F68-1F6F,DISALLOWED,,GREEK CAPITAL LETTER OMEGA WITH PSILI..GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI
1F70,PVALID,,GREEK SMALL LETTER ALPHA WITH VARIA
1F71,DISALLOWED,,GREEK SMALL LETTER ALPHA WITH OXIA
1F72,PVALID,,GREEK SMALL LETTER EPSILON WITH VARIA
1F73,DISALLOWED,,GREEK SMALL LETTER EPSILON WITH OXIA
1F74,PVALID,,GREEK SMALL LETTER ETA WITH VARIA
1F75,DISALLOWED,,GREEK SMALL LETTER ETA WITH OXIA
1F76,PVALID,,GREEK SMALL LETTER IOTA WITH VARIA
1F77,DISALLOWED,,GREEK SMALL LETTER IOTA WITH OXIA
1F78,PVALID,,GREEK SMALL LETTER OMICRON WITH VARIA
1F79,DISALLOWED,,GREEK SMALL LETTER OMICRON WITH OXIA
1F7A,PVALID,,GREEK SMALL LETTER UPSILON WITH VARIA
1F7B,DISALLOWED,,GREEK SMALL LETTER UPSILON WITH OXIA
1F7C,PVALID,,GREEK SMALL LETTER OMEGA WITH VARIA
1F7D,DISALLOWED,,GREEK SMALL LETTER OMEGA WITH OXIA
1F7E-1F7F,UNASSIGNED,,<RESERVED>..<RESERVED>
1F80-1FAF,DISALLOWED,,GREEK SMALL LETTER ALPHA WITH PSILI AND YPOGEGRAMMENI..GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI
1FB0-1FB1,PVALID,,GREEK SMALL LETTER ALPHA WITH VRACHY..GREEK SMALL LETTER ALPHA WITH MACRON
1FB2-1FB4,DISALLOWED,,GREEK SMALL LETTER ALPHA WITH VARIA AND YPOGEGRAMMENI..GREEK SMALL LETTER ALPHA WITH OXIA AND YPOGEGRAMMENI
1FB5,UNASSIGNED,,<RESERVED>
1FB6,PVALID,,GREEK SMALL LETTER ALPHA WITH PERISPOMENI
1FB7-1FC4,DISALLOWED,,GREEK SMALL LETTER ALPHA WITH PERISPOMENI AND YPOGEGRAMMENI..GREEK SMALL LETTER ETA WITH OXIA AND YPOGEGRAMMENI
1FC5,UNASSIGNED,,<RESERVED>
1FC6,PVALID,,GREEK SMALL LETTER ETA WITH PERISPOMENI
1FC7-1FCF,DISALLOWED,,GREEK SMALL LETTER ETA WITH PERISPOMENI AND YPOGEGRAMMENI..GREEK PSILI AND PERISPOMENI
1FD0-1FD2,PVALID,,GREEK SMALL LETTER IOTA WITH VRACHY..GREEK SMALL LETTER IOTA WITH DIALYTIKA AND VARIA
1FD3,DISALLOWED,,GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA
1FD4-1FD5,UNASSIGNED,,<RESERVED>..<RESERVED>
1FD6-1FD7,PVALID,,GREEK SMALL LETTER IOTA WITH PERISPOMENI..GREEK SMALL LETTER IOTA WITH DIALYTIKA AND PERISPOMENI
1FD8-1FDB,DISALLOWED,,GREEK CAPITAL LETTER IOTA WITH VRACHY..GREEK CAPITAL LETTER IOTA WITH OXIA
1FDC,UNASSIGNED,,<RESERVED>
1FDD-1FDF,DISALLOWED,,GREEK DASIA AND VARIA..GREEK DASIA AND PERISPOMENI
1FE0-1FE2,PVALID,,GREEK SMALL LETTER UPSILON WITH VRACHY..GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND VARIA
1FE3,DISALLOWED,,GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND OXIA
1FE4-1FE7,PVALID,,GREEK SMALL LETTER RHO WITH PSILI..GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND PERISPOMENI
1FE8-1FEF,DISALLOWED,,GREEK CAPITAL LETTER UPSILON WITH VRACHY..GREEK VARIA
1FF0-1FF1,UNASSIGNED,,<RESERVED>..<RESERVED>
1FF2-1FF4,DISALLOWED,,GREEK SMALL LETTER OMEGA WITH VARIA AND YPOGEGRAMMENI..GREEK SMALL LETTER OMEGA WITH OXIA AND YPOGEGRAMMENI
1FF5,UNASSIGNED,,<RESERVED>
1FF6,PVALID,,GREEK SMALL LETTER OMEGA WITH PERISPOMENI
1FF7-1FFE,DISALLOWED,,GREEK SMALL LETTER OMEGA WITH PERISPOMENI AND YPOGEGRAMMENI..GREEK DASIA
1FFF,UNASSIGNED,,<RESERVED>
2000-200B,DISALLOWED,,EN QUAD..ZERO WIDTH SPACE
200C-200D,CONTEXTJ,,ZERO WIDTH NON-JOINER..ZERO WIDTH JOINER
200E-2064,DISALLOWED,,LEFT-TO-RIGHT MARK..INVISIBLE PLUS
2065,UNASSIGNED,,<RESERVED>
2066-2071,DISALLOWED,,LEFT-TO-RIGHT ISOLATE..SUPERSCRIPT LATIN SMALL LETTER I
2072-2073,UNASSIGNED,,<RESERVED>..<RESERVED>
2074-208E,DISALLOWED,,SUPERSCRIPT FOUR..SUBSCRIPT RIGHT PARENTHESIS
208F,UNASSIGNED,,<RESERVED>
2090-209C,DISALLOWED,,LATIN SUBSCRIPT SMALL LETTER A..LATIN SUBSCRIPT SMALL LETTER T
209D-209F,UNASSIGNED,,<RESERVED>..<RESERVED>
20A0-20BF,DISALLOWED,,EURO-CURRENCY SIGN..BITCOIN SIGN
20C0-20CF,UNASSIGNED,,<RESERVED>..<RESERVED>
20D0-20F0,DISALLOWED,,COMBINING LEFT HARPOON ABOVE..COMBINING ASTERISK ABOVE
20F1-20FF,UNASSIGNED,,<RESERVED>..<RESERVED>
2100-214D,DISALLOWED,,ACCOUNT OF..AKTIESELSKAB
214E,PVALID,,TURNED SMALL F
214F-2183,DISALLOWED,,SYMBOL FOR SAMARITAN SOURCE..ROMAN NUMERAL REVERSED ONE HUNDRED
2184,PVALID,,LATIN SMALL LETTER REVERSED C
2185-218B,DISALLOWED,,ROMAN NUMERAL SIX LATE FORM..TURNED DIGIT THREE
218C-218F,UNASSIGNED,,<RESERVED>..<RESERVED>
2190-2426,DISALLOWED,,LEFTWARDS ARROW..SYMBOL FOR SUBSTITUTE FORM TWO
2427-243F,UNASSIGNED,,<RESERVED>..<RESERVED>
2440-244A,DISALLOWED,,OCR HOOK..OCR DOUBLE BACKSLASH
244B-245F,UNASSIGNED,,<RESERVED>..<RESERVED>
2460-2B73,DISALLOWED,,CIRCLED DIGIT ONE..DOWNWARDS TRIANGLE-HEADED ARROW TO BAR
2B74-2B75,UNASSIGNED,,<RESERVED>..<RESERVED>
2B76-2B95,DISALLOWED,,NORTH WEST TRIANGLE-HEADED ARROW TO BAR..RIGHTWARDS BLACK ARROW
2B96-2B97,UNASSIGNED,,<RESERVED>..<RESERVED>
2B98-2BC8,DISALLOWED,,THREE-D TOP-LIGHTED LEFTWARDS EQUILATERAL ARROWHEAD..BLACK MEDIUM RIGHT-POINTING TRIANGLE CENTRED
2BC9,UNASSIGNED,,<RESERVED>
2BCA-2BFE,DISALLOWED,,TOP HALF BLACK CIRCLE..REVERSED RIGHT ANGLE
2BFF,UNASSIGNED,,<RESERVED>
2C00-2C2E,DISALLOWED,,GLAGOLITIC CAPITAL LETTER AZU..GLAGOLITIC CAPITAL LETTER LATINATE MYSLITE
2C2F,UNASSIGNED,,<RESERVED>
2C30-2C5E,PVALID,,GLAGOLITIC SMALL LETTER AZU..GLAGOLITIC SMALL LETTER LATINATE MYSLITE
2C5F,UNASSIGNED,,<RESERVED>
2C60,DISALLOWED,,LATIN CAPITAL LETTER L WITH DOUBLE BAR
2C61,PVALID,,LATIN SMALL LETTER L WITH DOUBLE BAR
2C62-2C64,DISALLOWED,,LATIN CAPITAL LETTER L WITH MIDDLE TILDE..LATIN CAPITAL LETTER R WITH TAIL
2C65-2C66,PVALID,,LATIN SMALL LETTER A WITH STROKE..LATIN SMALL LETTER T WITH DIAGONAL STROKE
2C67,DISALLOWED,,LATIN CAPITAL LETTER H WITH DESCENDER
2C68,PVALID,,LATIN SMALL LETTER H WITH DESCENDER
2C69,DISALLOWED,,LATIN CAPITAL LETTER K WITH DESCENDER
2C6A,PVALID,,LATIN SMALL LETTER K WITH DESCENDER
2C6B,DISALLOWED,,LATIN CAPITAL LETTER Z WITH DESCENDER
2C6C,PVALID,,LATIN SMALL LETTER Z WITH DESCENDER
2C6D-2C70,DISALLOWED,,LATIN CAPITAL LETTER ALPHA..LATIN CAPITAL LETTER TURNED ALPHA
2C71,PVALID,,LATIN SMALL LETTER V WITH RIGHT HOOK
2C72,DISALLOWED,,LATIN CAPITAL LETTER W WITH HOOK
2C73-2C74,PVALID,,LATIN SMALL LETTER W WITH HOOK..LATIN SMALL LETTER V WITH CURL
2C75,DISALLOWED,,LATIN CAPITAL LETTER HALF H
2C76-2C7B,PVALID,,LATIN SMALL LETTER HALF H..LATIN LETTER SMALL CAPITAL TURNED E
2C7C-2C80,DISALLOWED,,LATIN SUBSCRIPT SMALL LETTER J..COPTIC CAPITAL LETTER ALFA
2C81,PVALID,,COPTIC SMALL LETTER ALFA
2C82,DISALLOWED,,COPTIC CAPITAL LETTER VIDA
2C83,PVALID,,COPTIC SMALL LETTER VIDA
2C84,DISALLOWED,,COPTIC CAPITAL LETTER GAMMA
2C85,PVALID,,COPTIC SMALL LETTER GAMMA
2C86,DISALLOWED,,COPTIC CAPITAL LETTER DALDA
2C87,PVALID,,COPTIC SMALL LETTER DALDA
2C88,DISALLOWED,,COPTIC CAPITAL LETTER EIE
2C89,PVALID,,COPTIC SMALL LETTER EIE
2C8A,DISALLOWED,,COPTIC CAPITAL LETTER SOU
2C8B,PVALID,,COPTIC SMALL LETTER SOU
2C8C,DISALLOWED,,COPTIC CAPITAL LETTER ZATA
2C8D,PVALID,,COPTIC SMALL LETTER ZATA
2C8E,DISALLOWED,,COPTIC CAPITAL LETTER HATE
2C8F,PVALID,,COPTIC SMALL LETTER HATE
2C90,DISALLOWED,,COPTIC CAPITAL LETTER THETHE
2C91,PVALID,,COPTIC SMALL LETTER THETHE
2C92,DISALLOWED,,COPTIC CAPITAL LETTER IAUDA
2C93,PVALID,,COPTIC SMALL LETTER IAUDA
2C94,DISALLOWED,,COPTIC CAPITAL LETTER KAPA
2C95,PVALID,,COPTIC SMALL LETTER KAPA
2C96,DISALLOWED,,COPTIC CAPITAL LETTER LAULA
2C97,PVALID,,COPTIC SMALL LETTER LAULA
2C98,DISALLOWED,,COPTIC CAPITAL LETTER MI
2C99,PVALID,,COPTIC SMALL LETTER MI
2C9A,DISALLOWED,,COPTIC CAPITAL LETTER NI
2C9B,PVALID,,COPTIC SMALL LETTER NI
2C9C,DISALLOWED,,COPTIC CAPITAL LETTER KSI
2C9D,PVALID,,COPTIC SMALL LETTER KSI
2C9E,DISALLOWED,,COPTIC CAPITAL LETTER O
2C9F,PVALID,,COPTIC SMALL LETTER O
2CA0,DISALLOWED,,COPTIC CAPITAL LETTER PI
2CA1,PVALID,,COPTIC SMALL LETTER PI
2CA2,DISALLOWED,,COPTIC CAPITAL LETTER RO
2CA3,PVALID,,COPTIC SMALL LETTER RO
2CA4,DISALLOWED,,COPTIC CAPITAL LETTER SIMA
2CA5,PVALID,,COPTIC SMALL LETTER SIMA
2CA6,DISALLOWED,,COPTIC CAPITAL LETTER TAU
2CA7,PVALID,,COPTIC SMALL LETTER TAU
2CA8,DISALLOWED,,COPTIC CAPITAL LETTER UA
2CA9,PVALID,,COPTIC SMALL LETTER UA
2CAA,DISALLOWED,,COPTIC CAPITAL LETTER FI
2CAB,PVALID,,COPTIC SMALL LETTER FI
2CAC,DISALLOWED,,COPTIC CAPITAL LETTER KHI
2CAD,PVALID,,COPTIC SMALL LETTER KHI
2CAE,DISALLOWED,,COPTIC CAPITAL LETTER PSI
2CAF,PVALID,,COPTIC SMALL LETTER PSI
2CB0,DISALLOWED,,COPTIC CAPITAL LETTER OOU
2CB1,PVALID,,COPTIC SMALL LETTER OOU
2CB2,DISALLOWED,,COPTIC CAPITAL LETTER DIALECT-P ALEF
2CB3,PVALID,,COPTIC SMALL LETTER DIALECT-P ALEF
2CB4,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC AIN
2CB5,PVALID,,COPTIC SMALL LETTER OLD COPTIC AIN
2CB6,DISALLOWED,,COPTIC CAPITAL LETTER CRYPTOGRAMMIC EIE
2CB7,PVALID,,COPTIC SMALL LETTER CRYPTOGRAMMIC EIE
2CB8,DISALLOWED,,COPTIC CAPITAL LETTER DIALECT-P KAPA
2CB9,PVALID,,COPTIC SMALL LETTER DIALECT-P KAPA
2CBA,DISALLOWED,,COPTIC CAPITAL LETTER DIALECT-P NI
2CBB,PVALID,,COPTIC SMALL LETTER DIALECT-P NI
2CBC,DISALLOWED,,COPTIC CAPITAL LETTER CRYPTOGRAMMIC NI
2CBD,PVALID,,COPTIC SMALL LETTER CRYPTOGRAMMIC NI
2CBE,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC OOU
2CBF,PVALID,,COPTIC SMALL LETTER OLD COPTIC OOU
2CC0,DISALLOWED,,COPTIC CAPITAL LETTER SAMPI
2CC1,PVALID,,COPTIC SMALL LETTER SAMPI
2CC2,DISALLOWED,,COPTIC CAPITAL LETTER CROSSED SHEI
2CC3,PVALID,,COPTIC SMALL LETTER CROSSED SHEI
2CC4,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC SHEI
2CC5,PVALID,,COPTIC SMALL LETTER OLD COPTIC SHEI
2CC6,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC ESH
2CC7,PVALID,,COPTIC SMALL LETTER OLD COPTIC ESH
2CC8,DISALLOWED,,COPTIC CAPITAL LETTER AKHMIMIC KHEI
2CC9,PVALID,,COPTIC SMALL LETTER AKHMIMIC KHEI
2CCA,DISALLOWED,,COPTIC CAPITAL LETTER DIALECT-P HORI
2CCB,PVALID,,COPTIC SMALL LETTER DIALECT-P HORI
2CCC,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC HORI
2CCD,PVALID,,COPTIC SMALL LETTER OLD COPTIC HORI
2CCE,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC HA
2CCF,PVALID,,COPTIC SMALL LETTER OLD COPTIC HA
2CD0,DISALLOWED,,COPTIC CAPITAL LETTER L-SHAPED HA
2CD1,PVALID,,COPTIC SMALL LETTER L-SHAPED HA
2CD2,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC HEI
2CD3,PVALID,,COPTIC SMALL LETTER OLD COPTIC HEI
2CD4,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC HAT
2CD5,PVALID,,COPTIC SMALL LETTER OLD COPTIC HAT
2CD6,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC GANGIA
2CD7,PVALID,,COPTIC SMALL LETTER OLD COPTIC GANGIA
2CD8,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC DJA
2CD9,PVALID,,COPTIC SMALL LETTER OLD COPTIC DJA
2CDA,DISALLOWED,,COPTIC CAPITAL LETTER OLD COPTIC SHIMA
2CDB,PVALID,,COPTIC SMALL LETTER OLD COPTIC SHIMA
2CDC,DISALLOWED,,COPTIC CAPITAL LETTER OLD NUBIAN SHIMA
2CDD,PVALID,,COPTIC SMALL LETTER OLD NUBIAN SHIMA
2CDE,DISALLOWED,,COPTIC CAPITAL LETTER OLD NUBIAN NGI
2CDF,PVALID,,COPTIC SMALL LETTER OLD NUBIAN NGI
2CE0,DISALLOWED,,COPTIC CAPITAL LETTER OLD NUBIAN NYI
2CE1,PVALID,,COPTIC SMALL LETTER OLD NUBIAN NYI
2CE2,DISALLOWED,,COPTIC CAPITAL LETTER OLD NUBIAN WAU
2CE3-2CE4,PVALID,,COPTIC SMALL LETTER OLD NUBIAN WAU..COPTIC SYMBOL KAI
2CE5-2CEB,DISALLOWED,,COPTIC SYMBOL MI RO..COPTIC CAPITAL LETTER CRYPTOGRAMMIC SHEI
2CEC,PVALID,,COPTIC SMALL LETTER CRYPTOGRAMMIC SHEI
2CED,DISALLOWED,,COPTIC CAPITAL LETTER CRYPTOGRAMMIC GANGIA
2CEE-2CF1,PVALID,,COPTIC SMALL LETTER CRYPTOGRAMMIC GANGIA..COPTIC COMBINING SPIRITUS LENIS
2CF2,DISALLOWED,,COPTIC CAPITAL LETTER BOHAIRIC KHEI
2CF3,PVALID,,COPTIC SMALL LETTER BOHAIRIC KHEI
2CF4-2CF8,UNASSIGNED,,<RESERVED>..<RESERVED>
2CF9-2CFF,DISALLOWED,,COPTIC OLD NUBIAN FULL STOP..COPTIC MORPHOLOGICAL DIVIDER
2D00-2D25,PVALID,,GEORGIAN SMALL LETTER AN..GEORGIAN SMALL LETTER HOE
2D26,UNASSIGNED,,<RESERVED>
2D27,PVALID,,GEORGIAN SMALL LETTER YN
2D28-2D2C,UNASSIGNED,,<RESERVED>..<RESERVED>
2D2D,PVALID,,GEORGIAN SMALL LETTER AEN
2D2E-2D2F,UNASSIGNED,,<RESERVED>..<RESERVED>
2D30-2D67,PVALID,,TIFINAGH LETTER YA..TIFINAGH LETTER YO
2D68-2D6E,UNASSIGNED,,<RESERVED>..<RESERVED>
2D6F-2D70,DISALLOWED,,TIFINAGH MODIFIER LETTER LABIALIZATION MARK..TIFINAGH SEPARATOR MARK
2D71-2D7E,UNASSIGNED,,<RESERVED>..<RESERVED>
2D7F-2D96,PVALID,,TIFINAGH CONSONANT JOINER..ETHIOPIC SYLLABLE GGWE
2D97-2D9F,UNASSIGNED,,<RESERVED>..<RESERVED>
2DA0-2DA6,PVALID,,ETHIOPIC SYLLABLE SSA..ETHIOPIC SYLLABLE SSO
2DA7,UNASSIGNED,,<RESERVED>
2DA8-2DAE,PVALID,,ETHIOPIC SYLLABLE CCA..ETHIOPIC SYLLABLE CCO
2DAF,UNASSIGNED,,<RESERVED>
2DB0-2DB6,PVALID,,ETHIOPIC SYLLABLE ZZA..ETHIOPIC SYLLABLE ZZO
2DB7,UNASSIGNED,,<RESERVED>
2DB8-2DBE,PVALID,,ETHIOPIC SYLLABLE CCHA..ETHIOPIC SYLLABLE CCHO
2DBF,UNASSIGNED,,<RESERVED>
2DC0-2DC6,PVALID,,ETHIOPIC SYLLABLE QYA..ETHIOPIC SYLLABLE QYO
2DC7,UNASSIGNED,,<RESERVED>
2DC8-2DCE,PVALID,,ETHIOPIC SYLLABLE KYA..ETHIOPIC SYLLABLE KYO
2DCF,UNASSIGNED,,<RESERVED>
2DD0-2DD6,PVALID,,ETHIOPIC SYLLABLE XYA..ETHIOPIC SYLLABLE XYO
2DD7,UNASSIGNED,,<RESERVED>
2DD8-2DDE,PVALID,,ETHIOPIC SYLLABLE GYA..ETHIOPIC SYLLABLE GYO
2DDF,UNASSIGNED,,<RESERVED>
2DE0-2DFF,PVALID,,COMBINING CYRILLIC LETTER BE..COMBINING CYRILLIC LETTER IOTIFIED BIG YUS
2E00-2E2E,DISALLOWED,,RIGHT ANGLE SUBSTITUTION MARKER..REVERSED QUESTION MARK
2E2F,PVALID,,VERTICAL TILDE
2E30-2E4E,DISALLOWED,,RING POINT..PUNCTUS ELEVATUS MARK
2E4F-2E7F,UNASSIGNED,,<RESERVED>..<RESERVED>
2E80-2E99,DISALLOWED,,CJK RADICAL REPEAT..CJK RADICAL RAP
2E9A,UNASSIGNED,,<RESERVED>
2E9B-2EF3,DISALLOWED,,CJK RADICAL CHOKE..CJK RADICAL C-SIMPLIFIED TURTLE
2EF4-2EFF,UNASSIGNED,,<RESERVED>..<RESERVED>
2F00-2FD5,DISALLOWED,,KANGXI RADICAL ONE..KANGXI RADICAL FLUTE
2FD6-2FEF,UNASSIGNED,,<RESERVED>..<RESERVED>
2FF0-2FFB,DISALLOWED,,IDEOGRAPHIC DESCRIPTION CHARACTER LEFT TO RIGHT..IDEOGRAPHIC DESCRIPTION CHARACTER OVERLAID
2FFC-2FFF,UNASSIGNED,,<RESERVED>..<RESERVED>
3000-3004,DISALLOWED,,IDEOGRAPHIC SPACE..JAPANESE INDUSTRIAL STANDARD SYMBOL
3005-3007,PVALID,,IDEOGRAPHIC ITERATION MARK..IDEOGRAPHIC NUMBER ZERO
3008-3029,DISALLOWED,,LEFT ANGLE BRACKET..HANGZHOU NUMERAL NINE
302A-302D,PVALID,,IDEOGRAPHIC LEVEL TONE MARK..IDEOGRAPHIC ENTERING TONE MARK
302E-303B,DISALLOWED,,HANGUL SINGLE DOT TONE MARK..VERTICAL IDEOGRAPHIC ITERATION MARK
303C,PVALID,,MASU MARK
303D-303F,DISALLOWED,,PART ALTERNATION MARK..IDEOGRAPHIC HALF FILL SPACE
3040,UNASSIGNED,,<RESERVED>
3041-3096,PVALID,,HIRAGANA LETTER SMALL A..HIRAGANA LETTER SMALL KE
3097-3098,UNASSIGNED,,<RESERVED>..<RESERVED>
3099-309A,PVALID,,COMBINING KATAKANA-HIRAGANA VOICED SOUND MARK..COMBINING KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
309B-309C,DISALLOWED,,KATAKANA-HIRAGANA VOICED SOUND MARK..KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
309D-309E,PVALID,,HIRAGANA ITERATION MARK..HIRAGANA VOICED ITERATION MARK
309F-30A0,DISALLOWED,,HIRAGANA DIGRAPH YORI..KATAKANA-HIRAGANA DOUBLE HYPHEN
30A1-30FA,PVALID,,KATAKANA LETTER SMALL A..KATAKANA LETTER VO
30FB,CONTEXTO,,KATAKANA MIDDLE DOT
30FC-30FE,PVALID,,KATAKANA-HIRAGANA PROLONGED SOUND MARK..KATAKANA VOICED ITERATION MARK
30FF,DISALLOWED,,KATAKANA DIGRAPH KOTO
3100-3104,UNASSIGNED,,<RESERVED>..<RESERVED>
3105-312F,PVALID,,BOPOMOFO LETTER B..BOPOMOFO LETTER NN
3130,UNASSIGNED,,<RESERVED>
3131-318E,DISALLOWED,,HANGUL LETTER KIYEOK..HANGUL LETTER ARAEAE
318F,UNASSIGNED,,<RESERVED>
3190-319F,DISALLOWED,,IDEOGRAPHIC ANNOTATION LINKING MARK..IDEOGRAPHIC ANNOTATION MAN MARK
31A0-31BA,PVALID,,BOPOMOFO LETTER BU..BOPOMOFO LETTER ZY
31BB-31BF,UNASSIGNED,,<RESERVED>..<RESERVED>
31C0-31E3,DISALLOWED,,CJK STROKE T..CJK STROKE Q
31E4-31EF,UNASSIGNED,,<RESERVED>..<RESERVED>
31F0-31FF,PVALID,,KATAKANA LETTER SMALL KU..KATAKANA LETTER SMALL RO
3200-321E,DISALLOWED,,PARENTHESIZED HANGUL KIYEOK..PARENTHESIZED KOREAN CHARACTER O HU
321F,UNASSIGNED,,<RESERVED>
3220-32FE,DISALLOWED,,PARENTHESIZED IDEOGRAPH ONE..CIRCLED KATAKANA WO
32FF,UNASSIGNED,,<RESERVED>
3300-33FF,DISALLOWED,,SQUARE APAATO..SQUARE GAL
3400-4DB5,PVALID,,"<CJK IDEOGRAPH EXTENSION A, FIRST>..<CJK IDEOGRAPH EXTENSION A, LAST>"
4DB6-4DBF,UNASSIGNED,,<RESERVED>..<RESERVED>
4DC0-4DFF,DISALLOWED,,HEXAGRAM FOR THE CREATIVE HEAVEN..HEXAGRAM FOR BEFORE COMPLETION
4E00-9FEF,PVALID,,"<CJK IDEOGRAPH, FIRST>..<CJK IDEOGRAPH, LAST>"
9FF0-9FFF,UNASSIGNED,,<RESERVED>..<RESERVED>
A000-A48C,PVALID,,YI SYLLABLE IT..YI SYLLABLE YYR
A48D-A48F,UNASSIGNED,,<RESERVED>..<RESERVED>
A490-A4C6,DISALLOWED,,YI RADICAL QOT..YI RADICAL KE
A4C7-A4CF,UNASSIGNED,,<RESERVED>..<RESERVED>
A4D0-A4FD,PVALID,,LISU LETTER BA..LISU LETTER TONE MYA JEU
A4FE-A4FF,DISALLOWED,,LISU PUNCTUATION COMMA..LISU PUNCTUATION FULL STOP
A500-A60C,PVALID,,VAI SYLLABLE EE..VAI SYLLABLE LENGTHENER
A60D-A60F,DISALLOWED,,VAI COMMA..VAI QUESTION MARK
